ID,category,file_name,location,include,archive_date,destroy_date,owner,notes
766,Ex Dir Files,Rules & Regulations,"Admin Building,Mike Kyles Office,,3",,1-Jan-80,1-Jan-80,Executive Director,
767,Ex Dir Files,"Regency Square, Rows","Admin Building,Mike Kyles Office,,3",,1-Jan-80,1-Jan-80,Executive Director,
768,Ex Dir Files,PMAA Conference Center,"Admin Building,Mike Kyles Office,,3",,1-Jan-80,1-Jan-80,Executive Director,
769,Ex Dir Files,Pension - PMAA,"Admin Building,Mike Kyles Office,,3",,1-Jan-80,1-Jan-80,Executive Director,
770,Ex Dir Files,"PP&L, Permits, PWEA, PR, Properties, Procurement Cards, Pretreat., Penalties, Permits","Admin Building,Mike Kyles Office,,3",,1-Jan-80,1-Jan-80,Executive Director,
771,General,,"Admin Building,Mike Kyles Office,,3",,1-Jan-80,1-Jan-80,,
772,Escrow Complete,Bridge Valley - Phase III,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
773,Escrow Complete,Bridge Valley Farm #99-146,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
774,Escrow Complete,Barry Brock Commercial,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
775,Escrow Complete,"Frank & Ruth Broderick, Millersville Pike (tie in Bentley Ln.)","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
776,Escrow Complete,Aaron Brubaker (Oreville Rd) (Gannett Flemming),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
777,Escrow Complete,"Buckwalter, Edward (Bowman Rd.) #02-284","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
778,Escrow Complete,Buckwalter Tract - Millersville,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
779,Escrow Complete,Bulova Technology - Hamilton Tech.,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
780,Escrow Complete,"Brubaker, J.H., Inc. #99-140","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
781,Escrow Complete,Brentwood Park - Hess Homebuilders,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
782,Escrow Complete,Breezewood at Blue Rock,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
783,Escrow Complete,Bridge Valley (Pete Shirk),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
784,Escrow Complete,Bent Creek - Phase IV,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
785,Escrow Complete,Blackhorse - Constitution Square - IV,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
786,Escrow Complete,Blashock/Frasch Property - West Hempfield Township,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
787,Escrow Complete,Bob Evans - Hempland Rd. and Centerville Rd.,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
788,Escrow Complete,"Boshnaugle, Lydelle (residence)","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
789,Escrow Complete,Boshnaugle Tract - W. Hempfield Township,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
790,Escrow Complete,The Brentwood Organization,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
791,Escrow Complete,Bank of Lancaster County - West Hempfield Township,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
792,Escrow Complete,Beanhill Rd. Lot 2 - Ervin Barkman,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
793,Escrow Complete,"Don Beaner - Tract (Hill St., Mountville)","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
794,Escrow Complete,Bean Hill Rd Project/ Property (Howard Boyd),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
795,Escrow Complete,Beatty Subdivision,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
796,Escrow Complete,Bell of Pennsylvania,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
797,Escrow Complete,Stefan Bender Subdivision (East of Sunwood Ln) 00-172,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
798,Escrow Complete,Benjamin Ginder Subdivision,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
799,Escrow Complete,Benjamin Place,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
800,Escrow Complete,Arnold Logistics Wharehouse (Formerly: Lebernold Project),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
801,Escrow Complete,Art Research and Technology,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
802,Escrow Complete,AT&T Pop Building Expansion,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
803,Escrow Complete,Ashbourne Village - Manor Township,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
804,Escrow Complete,"Theodore Ayres, Jr. Subdivision Nissley- Aquilla Drive","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
805,Escrow Complete,"Bain, Thomas & Nancy, 259 Ironstone Ridge (residence)","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
806,Escrow Complete,Bakers Woods,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
807,Escrow Complete,Ralph Amstutz (Raymond Miller),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
808,Escrow Complete,Ralph Amstutz (Lot 9) Running Pump Rd. Buidling Lot 90,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
809,Escrow Complete,"Andrews, Rhoda @ 2622 Ironville Pk. W. Hempfield","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
810,Escrow Complete,"Andrews, Robert","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
811,Escrow Complete,Arby&#039s Restaurant,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
812,Escrow Complete,Arby&#039s Restaurant,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
813,Escrow Complete,"Ariano, Michael (residence, Victoria Rd. MV)","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
814,Escrow Complete,Armstrong 216 Wholsen Way,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
815,Escrow Complete,Armstrong World Industries Colocation II,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
816,Escrow Complete,E.B. Abel,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
817,Escrow Complete,"E.B. Abel Const. Co. - Greider/Murry Tract, Prospect Rd & Rt. 30","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
818,Escrow Complete,Nicolas and Koula Agouridis,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
819,Escrow Complete,Air Products,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
820,Escrow Complete,Allen & Seyfort,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
821,Escrow Complete,Alfonso Property (2563 Marietta Ave),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
822,Escrow Complete,Allen Partnership,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
823,Escrow Complete,All Size Company,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
824,Escrow Complete,Alphabet Graphics,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
825,Escrow Complete,Alumax Expansion (Richardson Drive),"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
826,Escrow Complete,American Cancer Society,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
827,Escrow Complete,American Heart Assoc./ Church of the Apostles,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
828,Escrow Complete,Amstutz- Enterprise Ct.,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
829,Escrow Complete,"Brubaker, John H. III","Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
830,Escrow Complete,Brubaker Business Park,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
831,Escrow Complete,"Youssef, Rousdy & Kawthar @ 181 Bank St., Landisville","Admin Building,Vault,Completed & Closed,1","Agreements, Correspondence, Invoices, Plans",1-Jan-80,1-Jan-80,Adm Asst,
832,Escrow Complete,Windsor Court - Rogers Tract (Formerly Monika Rogers),"Admin Building,Vault,Completed & Closed,1","Agreements, Correspondence, Deeds/Titles, Invoices, Plans, Rights of way",1-Jan-80,1-Jan-80,Adm Asst,
833,Escrow Complete,Stony Battery Corp. Center - Lot 20 (Regency V),"Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices, Plans",5-Mar-07,1-Jan-80,Adm Asst,
834,Escrow Complete,West Branch Townhouses,"Admin Building,Vault,Completed & Closed,1","Agreements, Correspondence, Invoices",1-Jan-80,1-Jan-80,Adm Asst,
835,Escrow Complete,Wayside Presbyterian Church,"Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices, Plans",1-Jan-80,1-Jan-80,Adm Asst,
836,Escrow Complete,Warwick Machine & Tool Company,"Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices, Plans",1-Jan-80,1-Jan-80,Adm Asst,
837,Escrow Complete,"Way, Inc. - Add-on - 1062 Old Manheim Pk (MHT)","Admin Building,Vault,Completed & Closed,1","Agreements, Correspondence, Invoices",1-Jan-80,1-Jan-80,Adm Asst,
838,Escrow Complete,Wal-mart (Sam&#039s Club),"Admin Building,Vault,Completed & Closed,1",Correspondence,1-Jan-80,1-Jan-80,Adm Asst,
839,Escrow Complete,"U-Gro Learning Centers, Inc.","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices, Plans",1-Jan-80,1-Jan-80,Adm Asst,
840,Escrow Complete,"V & S Sandwich Shop (MHT) - K-mart Plaza, Fruitville Pike","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices, Plans",5-Mar-07,1-Jan-80,Adm Asst,
841,Escrow Complete,"Totes, Inc. Warehouse","Admin Building,Vault,Completed & Closed,1","Agreements, Correspondence, Invoices, Rights of way",1-Jan-80,1-Jan-80,Adm Asst,
842,Escrow Complete,"Tollgate Station - Phase III, Final Land Development","Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices",1-Jan-80,1-Jan-80,Adm Asst,
843,Escrow Complete,Transply Inc.,"Admin Building,Vault,Completed & Closed,1","Correspondence, Invoices",1-Jan-80,1-Jan-80,Adm Asst,
844,Escrow Complete,Trinity United Church of Christ,"Admin Building,Vault,Completed & Closed,1",Correspondence,1-Jan-80,1-Jan-80,Adm Asst,
845,Escrow Complete,Turkey Hill,"Admin Building,Vault,Completed & Closed,1",,1-Jan-80,1-Jan-80,Adm Asst,
846,Escrow Complete,Turkey hill Dairy Sewer Connection,"Admin Building,Vault,Completed & Closed,1",Correspondence,1-Jan-80,1-Jan-80,Adm Asst,
847,Escrow Complete w/ issues,MANOR OAKS - PHAS 1,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
848,Escrow Complete w/ issues,MANOR OAKS - PHASE 1,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
849,Escrow Complete w/ issues,MANOR OAKS - PHASE III A,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
850,Escrow Complete w/ issues,MANOR OAKS - PHASE III,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
851,Escrow Complete w/ issues,HOMELAND - MEADOWS EDGE - I,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
852,Escrow Complete w/ issues,MEADOWS EDGE - PHASE II,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
853,Escrow Complete w/ issues,MILLCREEK ESTATES,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
854,Escrow Complete w/ issues,GLENN NEWCOMER - SUBDIVISION,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
855,Escrow Complete w/ issues,OAK RIDGE COMMONS,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
856,Escrow Complete w/ issues,OAK RIDGE COMMONS - PHASE II & III,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
857,Escrow Complete w/ issues,OLDE FORGE INDUSTRIAL TRACT,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
858,Escrow Complete w/ issues,OLDE FORGE CROSSING (PARK PLACE) - YELLOW GOOES & HARRIS. PK.,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
859,Escrow Complete w/ issues,OLD SYCAMORE INDUSTRIAL PARK,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
860,Escrow Complete w/ issues,PENNWOOD / SEC. 7,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
861,Escrow Complete w/ issues,"QVC, INC.","Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
862,Escrow Complete w/ issues,RALEIGH RIDGE - BUCKWALTER TRACT,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
863,Escrow Complete w/ issues,RALEIGH RIDGE WEST,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
864,Escrow Complete w/ issues,REGENCY SQUARE,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
865,Escrow Complete w/ issues,SLAUGH/COOPER CAN-DO,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
866,Escrow Complete w/ issues,SOVEREIGN ESTATES,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
867,Escrow Complete w/ issues,SPRING HILL VILLAGE,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
868,Escrow Complete w/ issues,SPORTING VALLEY ACRES,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
869,Escrow Complete w/ issues,ST. ANNES RETIREMENT COMMUNITY,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
870,Escrow Complete w/ issues,STONY BATTERY CORPORATE CENTER - PHASE II,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
871,Escrow Complete w/ issues,STONY BATTERY CORPORATE CENTER - PHASE I,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
872,Escrow Complete w/ issues,STONY BATTER COMMERCE CENTER,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
873,Escrow Complete w/ issues,SUMMIT HILLS,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
874,Escrow Complete w/ issues,SUMMIT HILLS,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
875,Escrow Complete w/ issues,SUMMIT HILLS - PHASE IV - HDC owner,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
876,Escrow Complete w/ issues,SYCAMORE SOUTH,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
877,Escrow Complete w/ issues,WESTERN CORNERS,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
878,Escrow Complete w/ issues,WEST LANCASTER COMMERCE PARK,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
879,Escrow Complete w/ issues,WEST VUE - PHASES II & I - MARIETTA CORP.,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
880,Escrow Complete w/ issues,WEST VUE - PHASE IV - MARIETTA CORP.,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
881,Escrow Complete w/ issues,WESTVUE - PHASE V,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
882,Escrow Complete w/ issues,WILLIS KILHEFFER SUBDIVISION - STEVENS STREET (south side),"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
883,Escrow Complete w/ issues,TRANSPORT INTERNATIONAL POOL,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
884,Escrow Complete w/ issues,WOODCREST VILLA - MENNONITE RETIREMENT COMMUNITY,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
885,Escrow Complete w/ issues,WOODCRESTI VILLA - PHASE III,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
886,Escrow Complete w/ issues,WOODS OF WESTVUE,"Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
887,Escrow Complete w/ issues,"MENNONITE HOME, INC.","Admin Building,Vault,Completed & Closed,10",,1-Jan-80,1-Jan-80,Adm Asst,
888,Escrow Complete,C&C Automotive,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
889,Escrow Complete,Calvary Fellowship Homes,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
890,Escrow Complete,Canterbury Place,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
891,Escrow Complete,178 Canterbury Turn - Subdivision (MHT),"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
892,Escrow Complete,Cedar Bluff - Phases II & III,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
893,Escrow Complete,Cedarwood,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
894,Escrow Complete,Centerville Acres,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
895,Escrow Complete,Centerville Commons - Tract 1,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
896,Escrow Complete,Centerville Commons - Tract 2,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
897,Escrow Complete,Centerville Commons - Tract V,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
898,Escrow Complete,Centerville Estates (formerly Dickel Tract),"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
899,Escrow Complete,"Centerville Family Dentistry (Roger Strause, D.D.S)","Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
900,Escrow Complete,Centerville Industrial Park,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
901,Escrow Complete,Centerville Point,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
902,Escrow Complete,Centerville Rd. Associates,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
903,Escrow Complete,Centerville Self Storage,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
904,Escrow Complete,Central Manor Camp Meeting,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
905,Escrow Complete,Certified Carpet,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
906,Escrow Complete,Chaddsford Estate (prev. Hempfield Estates),"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
907,Escrow Complete,Chadwick,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
908,Escrow Complete,Chadwick Condominiums,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
909,Escrow Complete,Chapel Forge,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
910,Escrow Complete,Charles Chips - Evergreen Valley,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
911,Escrow Complete,"Charles, Douglas C.","Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
912,Escrow Complete,Charleston Development (Sherman Walton),"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
913,Escrow Complete,Charlestown Manor,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
914,Escrow Complete,Chatelaine #6,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
915,Escrow Complete,Chelsea Manor (Manheim Township),"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
916,Escrow Complete,Chelsea Manor Phase II,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
917,Escrow Complete,Cherryhill - Lot 6 0 EHTWP.,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
918,Escrow Complete,Cherry Hill Office Plaza - Lot 5A - AAA Offices,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
919,Escrow Complete,Cherry Hill Villas - Estelle Drive Offices - Lot 1,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
920,Escrow Complete,Cherryhill Woods,"Admin Building,Vault,Completed & Closed,2",,1-Jan-80,1-Jan-80,Adm Asst,
