ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
880,General,"Pasonick, Jr., Inc. Michael J.","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
881,General,PA Cellular Telephone Corp. - Mountville Site,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
882,General,Penn Crest Industrial Park (W. Hemp. Twp.),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
883,General,Penn Manor School District - Central Manor Elem.,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
884,Capital Projects,Penn Manor School District - Middle School (Ironstone Rd).,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
885,General,Penn Wire @ 481 Richardson Drive,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
886,General,Pennwood Acres - Sec. 5,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
887,General,Penny Lane Subdivision,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
888,General,Peters - Lot 240 Village of Sprinton Valley,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
889,General,Pheasant Drive - Herbert Book,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
890,General,Pheasant Ridge,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
891,General,"Plaxta, Peter & Kathleen","Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
892,General,Point West Professional Center,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
893,General,Prestige Lane Ind. Park,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
894,General,Prospect Corporate Center,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
895,General,Pullman Trailmobile,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
896,General,Pullman Trailmobile,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
897,General,QVC Inc. Expansion,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
898,General,RGS Associates - Cornerstone Const.,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
899,General,R. Mac Reeves - Subdivision Lot 10,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
900,General,Robert H. Ranck,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
901,General,"Rader, Felicia - 310 Brandt dr.)","Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
902,General,Regency Square Lot #1 - Monroe Muffler,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
903,General,"Regency Square Lots 3,4,5 - Consolidated School of Business","Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
904,General,Regency Square - Lot 7,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
905,General,"Regency Square - Lots 11,12,13 - Court Condo","Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
906,General,Regency Square - Lot 14,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
907,General,Regency Square - Lot 15 - Business Center,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
908,General,Regency Square - Lot 16 - Dr. Joseph P. Zaepefl,"Admin Building,Vault,Completed & Closed,6",,01/01/1981,01/01/1980,Melissa,
909,General,Robbins Tract,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
910,General,"Roy Ressler & Sons, Inc. Storage Plt - Hempland Rd.","Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
911,General,Rettew Associates Land Development,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
912,General,Rettew Land Development,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
913,General,Rhoads Subdivision - 2766 Old Harrisburg Pike,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
914,General,"Richards, Tim - Lot 1 Catherine Street","Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
915,General,Richter Precision,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
916,General,Riding Club Estates,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
917,General,Charles T. Riley Subdivision,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
918,General,Rivard Popcorn,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
919,General,Rivercrest Apartments,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
920,General,Dr. Howard S. Robbins,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
921,General,Robbins Tract,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
922,General,Rohrerstown & Leabrook Rd. (TAH Construction),"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
923,General,"Rose, Randy & Carlene @ 216 Spottswood Ln (MHT)","Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
924,General,Rubber World & Stony Battery Rd.,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
925,General,Sam Beiler Project,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
926,General,Jeffrey M. Schaum,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
927,General,Scheid Funeral Home,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
928,General,"Scheid Produce, Inc.","Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
929,General,School lane Estates,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
930,General,School Lane Estates - Phase II,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
931,General,School Lane hills - 4th Edition - 1st Section,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
932,General,"School Lane Hills - 4th Edition, 2nd Section","Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
933,General,School Lane Hills - Section 5,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
934,General,Scotland Estates,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
935,General,Scotland Estates East,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
936,General,Shadowstone Manor,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
937,General,Shadowstone Manor North,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
938,General,Ronald M. Shaffer Subdivision,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
939,General,Shank&#039s Extractions,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
940,General,"Shaub, Kevin & Brian","Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
941,General,Shea Roofing,"Admin Building,Vault,Completed & Closed,7",,01/01/1981,01/01/1980,Melissa,
943,General,Sheffield Estates,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
944,General,Shenberger Tract,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
945,General,"Shertzer, P Nelson","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
946,General,"Shiley, David - Lot #3  3275 Briarwood Drive","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
947,General,Guy C. Shipe,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
948,General,Shirley Oil Company,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
949,General,Larry M. Shyver (WHTP.),"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
950,General,Silver Heights - Phase II & Pumping Station,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
951,General,Silver Heights Develop.,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
952,General,Silver Springs Center,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
953,General,Silver Springs Center North (Residential & Comm.),"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
954,General,Silver Springs Center,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
955,General,Jay V. Smith Subdivision - Lot Add-on Project,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
956,General,"Snelbecker, Leroy (residence)","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
957,General,Thomas Somerville Co. 314 Hempland Rd.,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
958,General,679 S. Donerville Rd. - Jan Stetler Addition,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
959,General,Southern Container,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
960,Financial,Sporting Valley Turf Farm ( Robert Hummer),"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
961,General,Springbrook Court,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
962,General,Springfield Ridge - Hess Homes,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
963,General,Springdale Farms,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
964,General,Springdale Farms / Phase III,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
965,General,Springdale Farms - Phase II,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
966,General,St. Anne&#039s Home,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
967,General,"Springdale Farms (Manor Twp. (School Lane Hills, Inc.)","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
968,General,"St. Leo The Great Church, Youth Center","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
969,General,St. Leo The Great Roman Catholic Church,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
970,General,Bertha Stadel,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
971,General,Stadel Motors,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
972,General,Jay Stauffer,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
973,General,"Steckel Printing, Inc. #661 E. Hempfield Twp.","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
974,General,Steeple Chase - Tract III (Centerville Commons),"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
975,General,Steven Mentzer Subdivision,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
976,General,Stonemill Manor,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
977,General,O. Richard Stoner Tract in Manor Township,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
978,General,"153 Stonewyck Drive, Lot 5 (Keene House)","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
979,General,Stony Battery Business Center,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
980,General,Stony Battery Road Development,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
981,General,Stony Battery Rd. Development - Phase III,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
982,General,"Stony Battery Road Development, Phase IV","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
983,General,"Sturgis, Dexter","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
984,General,Summit Hills North,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
985,General,Sycamore Court,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
986,General,Sycamore Inn (Landisville Tavern),"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
987,General,Sycamore South - Phase I - That Fish Place,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
988,General,"Sycamore South, Lesco, Inc.","Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
989,General,Sycamore South - Reading Merchant Oil Co.,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
990,General,Sylvan Crossing - Phase I,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
991,General,Sylvan Crossing - Phases II & III,"Admin Building,Vault,Completed & Closed,7",,01/01/1980,01/01/1980,Melissa,
992,Capital Projects,Temple Beth El- Synagogue,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
993,General,That Fish Place,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,,
994,General,30 West Industrial Park,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
995,General,30 West Industrial Park - Lot 11,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
996,General,Timberlaine,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
997,General,Timson Hill Subdivision,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
998,General,"Tobacco Road Assoc. - 191 Broad Street, Landisville","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
999,General,Tomlinson & Bomberger,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1000,General,"Tomlinson, Bomberger, & Turf","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1001,General,Treetops,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1002,General,Treetops Townhouses,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1003,General,Tryum Corp. SR#27,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1004,General,Turkey Hill (Part of Western Corners),"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1005,General,Two Cousins Plaza,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1006,General,Union Hall,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1007,General,United Parcel Services Expansion,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1008,General,251 Valley Rd. - Manheim Township (permit only),"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1009,General,The Village Common (commercial),"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1010,General,Village Common (Commercial II),"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1011,General,The Village Common (residential),"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1012,General,Village Center @ Mountville,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1013,General,Walfield Subdivision,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1014,General,"Walton Property - 6290 N. Lemon St, East Petersburg","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Meilssa,
1015,General,S. Clyde Weaver Store - East Petersburg,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1016,General,Dr. Stephen J. Weibel,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1017,General,"Weis Markets #138, West Hempfield Township","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1018,General,"Weit, Mark - 2409 Columbia Ave.","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1019,General,Wellington - Section 4,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1020,General,Wellington - Vaughn Ave,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1021,General,"Wenger, Sheldon, Thomas, Marlist - 1361 Nissley Rd","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1022,General,Westfield Development (former Chestnut Hill),"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1023,General,Westfield Development - Phase III,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1024,General,WEstfield Development - Phase IV,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1025,General,Westfield - Phase V,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1026,General,Westfield Motor Inn,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1027,General,Westgate,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1028,General,West Vue I - Marietta Corp.,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1029,General,West Vue II - Marietta Corp.,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1030,General,"West Hempfield Twp. Project - Boben ( Horizon Drive, Marietta Ave)","Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1031,General,Westwood - Future Dev.,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
1032,General,Wheatland Shop. Ctr. Phase 2 - Bruster&#039s Ice Cream Shop,"Admin Building,Vault,Completed & Closed,8",,01/01/1980,01/01/1980,Melissa,
