PID, Project, Res_Type, Res_Amount, User_Type, Treatment_Location, Phase, Contact_To, Notes, Escrow_Refund, Project_Complete, PumpStation, Utility, D_Contact, E_Contact, Required, OpenDate, EscrowFile, LastUpdate, Status, GISID, E_Name, D_Name, Municipality
"422","Quattro Development LLC","GPD","714","C","LASA","Construction","Engineer","07/22/13  Rec&#039d Application for Connection w/$225 Escrow.
                 Will forward to Fran to Deposit $, then to Scot for Review & Comment. 
Comments by:Melissa Paules 7/23/2013 8:45:57 AM
------------------------------------------------------------
Paid Tapping Fee 714 gpd x $10.00/gal = $7,140.00 Check #1052, 05/16/14
Account #079550 Permit #33672

Comments by:Melissa Lewis 5/16/2014 9:20:39 AM
------------------------------------------------------------",,,"7","4",,"Thomas Matteson","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-07-23","13822","2014-06-13","Open","3906153300000","Diehm & Sons, Inc.","Quattro Development LLC","MANHEIM TOWNSHIP"
"423","Brunswick Farms Apartments","IDU","60","R","LASA","Capacity","Developer","07/24/13  Rec&#039d Application for Connection w/$225 Escrow.
                Will forward $ to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Paules 7/24/2013 4:16:39 PM
------------------------------------------------------------",,,"2","1","Thomas Eisemann","None","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2013-07-24","13823","2014-01-31","Open","4109747200000","None","Community Basics Inc","MANOR TOWNSHIP"
"424","Hahn Farming Enterprises 3 Lot Subdivision","IDU","3","R","LASA","Plan Review","Engineer","Rec&#039d Application for Connection, $225/ Escrow & $1000/ Escrow & $300 Capacity Reserve Fees.
Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Lewis 8/8/2013 2:52:02 PM
------------------------------------------------------------",,,"34","6","Cliff Hahn","David B Christian","Reservation Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed","2013-08-08","13824","2014-01-09","Open",,"David Christian and Associates, Inc.","Hahn Farming Enterprises","WEST HEMPFIELD TOWNSHIP"
"425","Turkey Hill Prospect Rd Renovation","GPD","0","C","LASA","Capacity","Engineer","08/9/13  Rec&#039d Application for Connection w/$225 Escrow.
              Will forward to Fran to Deposit $, then to Scot for Review & Comment.
***NOTE: EXISTING CONNECTION PERMIT #18188 ACCOUNT #058093
PERMITTED FLOW = 556 GPD
Comments by:Melissa Lewis 8/12/2013 10:41:58 AM
------------------------------------------------------------",,,"28","1",,"George M Albert","Reservation Required","2013-08-12","13825","2013-08-28","Open","3008846700000","George M. Albert PE LLC","Turkey Hill LP","WEST HEMPFIELD TOWNSHIP"
"426","Brethren Village Fieldcrest Cottages 13 IDU&#039s","GPD","0","R","LASA","Approval","Developer","08/19/13  Rec&#039d Application for Connection w/$225 Escrow.
               Will forward to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Lewis 8/21/2013 8:37:17 AM
------------------------------------------------------------",,,"7","4","None","None","Reservation Required, Development Review Fee, Final Plan Approval","2013-08-21","13826","2014-06-24","Open","3906839500000","None","Brethren Village","MANHEIM TOWNSHIP"
"427","Grandview Center - mixed use","IDU","112","R","Lancaster City","Capacity","Engineer","08/27/13  Rec&#039d Application for Connection w/$225 Escrow.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.
THIS PROJECT IS FOR MIXED USE

Comments by:Melissa Lewis 8/28/2013 2:06:22 PM
------------------------------------------------------------
Capacity is for 112 idu&#039s and 2800 gpd of commercial flow
Comments by:Scot Fertich 9/13/2013 2:32:06 PM
------------------------------------------------------------",,,"40","4","James Shultz","David B Kegerize PE","Reservation Required, Financial Security Required, Development Review Fee, Final Plan Approval, Approved Construction Permit, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded","2013-08-28","13827","2014-06-24","Open","3909675700000","Lake Roeder Hillard & Assoc.","Charter Homes at Grandview, Inc.","MANHEIM TOWNSHIP"
"428","Lime Springs Farm - QBP - Quality Bicycle Products","GPD","2000","C","LASA","Capacity","Engineer","09/06/13  Rec&#039d Application for Connection w/$225 Escrow.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Lewis 9/9/2013 9:28:17 AM
------------------------------------------------------------",,,"7","4","Kim Brown","Brent Sergent","Reservation Required, Development Review Fee, Final Plan Approval, Road Opening Permit, Planning Module Approved, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-09-09","13828","2014-03-18","Open","2907983100000","Rettew Associates, Inc.","Quality Bicycle Products Inc","EAST HEMPFIELD TOWNSHIP"
"429","Herman, Donald & Jacquelyn subdivision 1059 Sylvan Rd","IDU","1","R","LASA","Capacity","Engineer","10/17/13  Rec&#039d Application for Connection w/$225 Escrow.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Lewis 10/18/2013 9:04:15 AM
------------------------------------------------------------",,,"31","2","Donald Herman","Greg Strausser","Reservation Required, Development Review Fee, Planning Module Approved","2013-10-18","13829","2014-02-11","Open","2908930600000","Strausser Surveying & Engineering, Inc.","Donald G & Jacquelyn M Herman","EAST HEMPFIELD TOWNSHIP"
"430","Benecon","GPD","2000","C","LASA","Plan Review","Engineer","10/31/13  Rec&#039d Application for Connection w/$225 Escrow, along w/$1000 Plan Review
               Escrow & Plans, along w/$840 for Capacity Reservation of 2,000 GPD flow.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Lewis 11/1/2013 10:44:13 AM
------------------------------------------------------------",,,"7","4","Joel Callihan","Doug Matthews","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-11-01","13830","2014-05-02","Open","3903851400000","David Miller Associates, Inc.","Lombardo Properties LLC","MANHEIM TOWNSHIP"
"431","Perate lot - 1246 Harrisburg Pk","IDU","0","R","N/A","Capacity","Engineer","11/01/13  Rec&#039d Application for Connection w/$225 Escrow.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment. 

Comments by:Melissa Lewis 11/4/2013 8:59:38 AM
------------------------------------------------------------",,,"43","6","Neil Perate","Julian A. Mazero","Reservation Required, Development Review Fee, Final Plan Approval, Road Opening Permit, Planning Module Approved, Indemnification Needed","2013-11-04","13831","2014-03-07","Open",,"ELA Group, Inc.","Neil & Tracy L Perate","MANHEIM TOWNSHIP"
"432","Landis Valley LP 2660 Oregon Pk residence septic to sewer","IDU","1","R","Lancaster City","Approval","Engineer","11/04/13  Rec&#039d Application for Connection w/$225 Escrow.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.

NOTE***EXISTING RESIDENCE -- FROM SEPTIC TO SEWER

Comments by:Melissa Lewis 11/5/2013 8:55:45 AM
------------------------------------------------------------",,,"40","5","Nelson Rohrer","Greg Strausser","Reservation Required, Development Review Fee, Final Plan Approval, Road Opening Permit, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-11-05","13832","2014-04-21","Open","3906599800000","Strausser Surveying & Engineering, Inc.","Landis Valley LP c/o Nelson L Rohrer","MANHEIM TOWNSHIP"
"433","Park City Apartments","IDU","0","R","Lancaster City",,"Developer","11/18/13  Rec&#039d $2000.00 Escrow check for sharing of Legal Fees regarding this
               ""POSSIBLE"" Project. 

Comments by:Melissa Lewis 11/19/2013 8:44:39 AM
------------------------------------------------------------",,,"35","4",,"None",,"2013-11-19","13833","2014-02-18","Open",,"None","Swarr-Conestoga Associates LP","MANHEIM TOWNSHIP"
"434","Manheim Twp School Dist - Neffsville IU 13","GPD","0","C","N/A","Capacity","Engineer","12/06/13  Rec&#039d Application for Connection w/$225 Escrow amount.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.
EXISTING ACCOUNT #079100 & PERMIT #26581 for 167 VALLEY RD.
PERMITTED FLOW = 2264 gpd

Comments by:Melissa Lewis 12/9/2013 9:41:10 AM
------------------------------------------------------------",,,"43","6","None","Julian A. Mazero",,"2013-12-09","13834","2014-02-18","Open",,"ELA Group, Inc.","Manheim Township School District","MANHEIM TOWNSHIP"
"435","Hillcrest Ave Lot - C&F Inc (Fabio Pini) 1526 Hillcrest Ave","IDU","1","R","Lancaster City","Approval","Developer","12/11/13  Rec&#039d Application for Connection w/$225 Escrow Amount.
               Will forward to Fran to Deposit $, then to Scot for Review & Comment.

Comments by:Melissa Lewis 12/12/2013 1:37:35 PM
------------------------------------------------------------",,,"40","4","Fabio Pini","None","Road Opening Permit, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2013-12-12","13835","2014-07-01","Open","390280800000","None","C & F Inc.","MANHEIM TOWNSHIP"
"436","Neurology & Stroke Assocs. - MRI Addition","GPD","0","C","Lancaster City","Approval","Developer","01/24/14  Rec&#039d Application for Connection w/$225 Escrow & 
               $1000 Escrow for Plan Review.
               Will forward $ to Fran to Deposit, then to Scot for Review & Comment.

Comments by:Melissa Lewis 1/27/2014 11:50:22 AM
------------------------------------------------------------",,,"37","4","Tom Cassity","None","Development Review Fee, Final Plan Approval","2014-01-27","14836","2014-02-18","Open","3908257500000","None","Innovative Modular Solutions","MANHEIM TOWNSHIP"
"437","Woods Edge Ph 2 Sect 4 Subdivision Plan REVISION","IDU","0","R","LASA","Capacity","Engineer","02/10/14  Rec&#039d Application for Connection w/$225 Escrow and $1000 Escrow
               with Plans for Review.
Will forward to Fran to Deposit $, then to Scot for Review & Comment.


Comments by:Melissa Lewis 2/10/2014 4:12:11 PM
------------------------------------------------------------",,,"7","4","Ernie Helmick","Todd Vaughn","Reservation Required, Development Review Fee, Planning Module Approved","2014-02-10","14837","2014-03-07","Open",,"David Miller Associates, Inc.","The Murry Companies/ Sher-Wal, Inc. Joint Venture","MANOR TOWNSHIP"
"438","Lancaster Bible College - New Academic Bldg","GPD","0","C","Lancaster City","Capacity","Engineer","Items stamped received 02/06/14. I only received today 02/18/14.
Application for Connection w/ $225.00 Escrow check. Will forward to Fran to Deposit $,
then to Scot for Review & Comment.

Comments by:Melissa Lewis 2/18/2014 11:22:21 AM
------------------------------------------------------------",,,"37","4",,"David Madary PE","Development Review Fee","2014-02-18","14838","2014-06-26","Open",,"Derck & Edson Associates","Lancaster Bible College","MANHEIM TOWNSHIP"
